,Time,ParameterName,ParameterValue
2487,2022-01-18T06:00:00Z,tmin,NaN
2488,2022-01-18T06:00:00Z,tmax,NaN
2489,2022-01-18T06:00:00Z,TG_PT12H_min,-8.4
2490,2022-01-18T07:00:00Z,rrday,NaN
2491,2022-01-18T07:00:00Z,tday,NaN
2492,2022-01-18T07:00:00Z,snow,NaN
2493,2022-01-18T07:00:00Z,tmin,NaN
2494,2022-01-18T07:00:00Z,tmax,NaN
2495,2022-01-18T07:00:00Z,TG_PT12H_min,NaN
2496,2022-01-18T08:00:00Z,rrday,NaN
2497,2022-01-18T08:00:00Z,tday,NaN
2498,2022-01-18T08:00:00Z,snow,NaN
2499,2022-01-18T08:00:00Z,tmin,NaN
2500,2022-01-18T08:00:00Z,tmax,NaN
2501,2022-01-18T08:00:00Z,TG_PT12H_min,NaN
2502,2022-01-18T09:00:00Z,rrday,NaN
2503,2022-01-18T09:00:00Z,tday,NaN
2504,2022-01-18T09:00:00Z,snow,NaN
2505,2022-01-18T09:00:00Z,tmin,NaN
2506,2022-01-18T09:00:00Z,tmax,NaN
2507,2022-01-18T09:00:00Z,TG_PT12H_min,NaN
2508,2022-01-18T10:00:00Z,rrday,NaN
2509,2022-01-18T10:00:00Z,tday,NaN
2510,2022-01-18T10:00:00Z,snow,NaN
2511,2022-01-18T10:00:00Z,tmin,NaN
2512,2022-01-18T10:00:00Z,tmax,NaN
2513,2022-01-18T10:00:00Z,TG_PT12H_min,NaN
2514,2022-01-18T11:00:00Z,rrday,NaN
2515,2022-01-18T11:00:00Z,tday,NaN
2516,2022-01-18T11:00:00Z,snow,NaN
2517,2022-01-18T11:00:00Z,tmin,NaN
2518,2022-01-18T11:00:00Z,tmax,NaN
2519,2022-01-18T11:00:00Z,TG_PT12H_min,NaN
2520,2022-01-18T12:00:00Z,rrday,NaN
2521,2022-01-18T12:00:00Z,tday,NaN
2522,2022-01-18T12:00:00Z,snow,NaN
2523,2022-01-18T12:00:00Z,tmin,NaN
2524,2022-01-18T12:00:00Z,tmax,NaN
2525,2022-01-18T12:00:00Z,TG_PT12H_min,NaN
2526,2022-01-18T13:00:00Z,rrday,NaN
2527,2022-01-18T13:00:00Z,tday,NaN
2528,2022-01-18T13:00:00Z,snow,NaN
2529,2022-01-18T13:00:00Z,tmin,NaN
2530,2022-01-18T13:00:00Z,tmax,NaN
2531,2022-01-18T13:00:00Z,TG_PT12H_min,NaN
2532,2022-01-18T14:00:00Z,rrday,NaN
2533,2022-01-18T14:00:00Z,tday,NaN
2534,2022-01-18T14:00:00Z,snow,NaN
2535,2022-01-18T14:00:00Z,tmin,NaN
2536,2022-01-18T14:00:00Z,tmax,NaN
2537,2022-01-18T14:00:00Z,TG_PT12H_min,NaN
2538,2022-01-18T15:00:00Z,rrday,NaN
2539,2022-01-18T15:00:00Z,tday,NaN
2540,2022-01-18T15:00:00Z,snow,NaN
2541,2022-01-18T15:00:00Z,tmin,NaN
2542,2022-01-18T15:00:00Z,tmax,NaN
2543,2022-01-18T15:00:00Z,TG_PT12H_min,NaN
2544,2022-01-18T16:00:00Z,rrday,NaN
2545,2022-01-18T16:00:00Z,tday,NaN
2546,2022-01-18T16:00:00Z,snow,NaN
2547,2022-01-18T16:00:00Z,tmin,NaN
2548,2022-01-18T16:00:00Z,tmax,NaN
2549,2022-01-18T16:00:00Z,TG_PT12H_min,NaN
2550,2022-01-18T17:00:00Z,rrday,NaN
2551,2022-01-18T17:00:00Z,tday,NaN
2552,2022-01-18T17:00:00Z,snow,NaN
2553,2022-01-18T17:00:00Z,tmin,NaN
2554,2022-01-18T17:00:00Z,tmax,NaN
2555,2022-01-18T17:00:00Z,TG_PT12H_min,NaN
2556,2022-01-18T18:00:00Z,rrday,NaN
2557,2022-01-18T18:00:00Z,tday,NaN
2558,2022-01-18T18:00:00Z,snow,NaN
2559,2022-01-18T18:00:00Z,tmin,NaN
2560,2022-01-18T18:00:00Z,tmax,NaN
2561,2022-01-18T18:00:00Z,TG_PT12H_min,NaN
2562,2022-01-18T19:00:00Z,rrday,NaN
2563,2022-01-18T19:00:00Z,tday,NaN
2564,2022-01-18T19:00:00Z,snow,NaN
2565,2022-01-18T19:00:00Z,tmin,NaN
2566,2022-01-18T19:00:00Z,tmax,NaN
2567,2022-01-18T19:00:00Z,TG_PT12H_min,NaN
2568,2022-01-18T20:00:00Z,rrday,NaN
2569,2022-01-18T20:00:00Z,tday,NaN
2570,2022-01-18T20:00:00Z,snow,NaN
2571,2022-01-18T20:00:00Z,tmin,NaN
2572,2022-01-18T20:00:00Z,tmax,NaN
2573,2022-01-18T20:00:00Z,TG_PT12H_min,NaN
2574,2022-01-18T21:00:00Z,rrday,NaN
2575,2022-01-18T21:00:00Z,tday,NaN
2576,2022-01-18T21:00:00Z,snow,NaN
2577,2022-01-18T21:00:00Z,tmin,NaN
2578,2022-01-18T21:00:00Z,tmax,NaN
2579,2022-01-18T21:00:00Z,TG_PT12H_min,NaN
2580,2022-01-18T22:00:00Z,rrday,NaN
2581,2022-01-18T22:00:00Z,tday,NaN
2582,2022-01-18T22:00:00Z,snow,NaN
2583,2022-01-18T22:00:00Z,tmin,NaN
2584,2022-01-18T22:00:00Z,tmax,NaN
2585,2022-01-18T22:00:00Z,TG_PT12H_min,NaN
2586,2022-01-18T23:00:00Z,rrday,NaN
2587,2022-01-18T23:00:00Z,tday,NaN
2588,2022-01-18T23:00:00Z,snow,NaN
2589,2022-01-18T23:00:00Z,tmin,NaN
2590,2022-01-18T23:00:00Z,tmax,NaN
2591,2022-01-18T23:00:00Z,TG_PT12H_min,NaN
2592,2022-01-19T00:00:00Z,rrday,3.1
2593,2022-01-19T00:00:00Z,tday,1.8
2594,2022-01-19T00:00:00Z,snow,9.0
2595,2022-01-19T00:00:00Z,tmin,-0.7
2596,2022-01-19T00:00:00Z,tmax,3.4
2597,2022-01-19T00:00:00Z,TG_PT12H_min,NaN
2598,2022-01-19T01:00:00Z,rrday,NaN
2599,2022-01-19T01:00:00Z,tday,NaN
2600,2022-01-19T01:00:00Z,snow,NaN
2601,2022-01-19T01:00:00Z,tmin,NaN
2602,2022-01-19T01:00:00Z,tmax,NaN
2603,2022-01-19T01:00:00Z,TG_PT12H_min,NaN
2604,2022-01-19T02:00:00Z,rrday,NaN
2605,2022-01-19T02:00:00Z,tday,NaN
2606,2022-01-19T02:00:00Z,snow,NaN
2607,2022-01-19T02:00:00Z,tmin,NaN
2608,2022-01-19T02:00:00Z,tmax,NaN
2609,2022-01-19T02:00:00Z,TG_PT12H_min,NaN
2610,2022-01-19T03:00:00Z,rrday,NaN
2611,2022-01-19T03:00:00Z,tday,NaN
2612,2022-01-19T03:00:00Z,snow,NaN
2613,2022-01-19T03:00:00Z,tmin,NaN
2614,2022-01-19T03:00:00Z,tmax,NaN
2615,2022-01-19T03:00:00Z,TG_PT12H_min,NaN
2616,2022-01-19T04:00:00Z,rrday,NaN
2617,2022-01-19T04:00:00Z,tday,NaN
2618,2022-01-19T04:00:00Z,snow,NaN
2619,2022-01-19T04:00:00Z,tmin,NaN
2620,2022-01-19T04:00:00Z,tmax,NaN
2621,2022-01-19T04:00:00Z,TG_PT12H_min,NaN
2622,2022-01-19T05:00:00Z,rrday,NaN
2623,2022-01-19T05:00:00Z,tday,NaN
2624,2022-01-19T05:00:00Z,snow,NaN
2625,2022-01-19T05:00:00Z,tmin,NaN
2626,2022-01-19T05:00:00Z,tmax,NaN
2627,2022-01-19T05:00:00Z,TG_PT12H_min,NaN
2628,2022-01-19T06:00:00Z,rrday,NaN
2629,2022-01-19T06:00:00Z,tday,NaN
2630,2022-01-19T06:00:00Z,snow,NaN
2631,2022-01-19T06:00:00Z,tmin,NaN
2632,2022-01-19T06:00:00Z,tmax,NaN
2633,2022-01-19T06:00:00Z,TG_PT12H_min,-2.3
2634,2022-01-19T07:00:00Z,rrday,NaN
2635,2022-01-19T07:00:00Z,tday,NaN
2636,2022-01-19T07:00:00Z,snow,NaN
2637,2022-01-19T07:00:00Z,tmin,NaN
2638,2022-01-19T07:00:00Z,tmax,NaN
2639,2022-01-19T07:00:00Z,TG_PT12H_min,NaN
2640,2022-01-19T08:00:00Z,rrday,NaN
2641,2022-01-19T08:00:00Z,tday,NaN
2642,2022-01-19T08:00:00Z,snow,NaN
2643,2022-01-19T08:00:00Z,tmin,NaN
2644,2022-01-19T08:00:00Z,tmax,NaN
2645,2022-01-19T08:00:00Z,TG_PT12H_min,NaN
2646,2022-01-19T09:00:00Z,rrday,NaN
2647,2022-01-19T09:00:00Z,tday,NaN
2648,2022-01-19T09:00:00Z,snow,NaN
2649,2022-01-19T09:00:00Z,tmin,NaN
2650,2022-01-19T09:00:00Z,tmax,NaN
2651,2022-01-19T09:00:00Z,TG_PT12H_min,NaN
2652,2022-01-19T10:00:00Z,rrday,NaN
2653,2022-01-19T10:00:00Z,tday,NaN
2654,2022-01-19T10:00:00Z,snow,NaN
2655,2022-01-19T10:00:00Z,tmin,NaN
2656,2022-01-19T10:00:00Z,tmax,NaN
2657,2022-01-19T10:00:00Z,TG_PT12H_min,NaN
2658,2022-01-19T11:00:00Z,rrday,NaN
2659,2022-01-19T11:00:00Z,tday,NaN
2660,2022-01-19T11:00:00Z,snow,NaN
2661,2022-01-19T11:00:00Z,tmin,NaN
2662,2022-01-19T11:00:00Z,tmax,NaN
2663,2022-01-19T11:00:00Z,TG_PT12H_min,NaN
2664,2022-01-19T12:00:00Z,rrday,NaN
2665,2022-01-19T12:00:00Z,tday,NaN
2666,2022-01-19T12:00:00Z,snow,NaN
2667,2022-01-19T12:00:00Z,tmin,NaN
2668,2022-01-19T12:00:00Z,tmax,NaN
2669,2022-01-19T12:00:00Z,TG_PT12H_min,NaN
2670,2022-01-19T13:00:00Z,rrday,NaN
2671,2022-01-19T13:00:00Z,tday,NaN
2672,2022-01-19T13:00:00Z,snow,NaN
2673,2022-01-19T13:00:00Z,tmin,NaN
2674,2022-01-19T13:00:00Z,tmax,NaN
2675,2022-01-19T13:00:00Z,TG_PT12H_min,NaN
2676,2022-01-19T14:00:00Z,rrday,NaN
2677,2022-01-19T14:00:00Z,tday,NaN
2678,2022-01-19T14:00:00Z,snow,NaN
2679,2022-01-19T14:00:00Z,tmin,NaN
2680,2022-01-19T14:00:00Z,tmax,NaN
2681,2022-01-19T14:00:00Z,TG_PT12H_min,NaN
2682,2022-01-19T15:00:00Z,rrday,NaN
2683,2022-01-19T15:00:00Z,tday,NaN
2684,2022-01-19T15:00:00Z,snow,NaN
2685,2022-01-19T15:00:00Z,tmin,NaN
2686,2022-01-19T15:00:00Z,tmax,NaN
2687,2022-01-19T15:00:00Z,TG_PT12H_min,NaN
2688,2022-01-19T16:00:00Z,rrday,NaN
2689,2022-01-19T16:00:00Z,tday,NaN
2690,2022-01-19T16:00:00Z,snow,NaN
2691,2022-01-19T16:00:00Z,tmin,NaN
2692,2022-01-19T16:00:00Z,tmax,NaN
2693,2022-01-19T16:00:00Z,TG_PT12H_min,NaN
2694,2022-01-19T17:00:00Z,rrday,NaN
2695,2022-01-19T17:00:00Z,tday,NaN
2696,2022-01-19T17:00:00Z,snow,NaN
2697,2022-01-19T17:00:00Z,tmin,NaN
2698,2022-01-19T17:00:00Z,tmax,NaN
2699,2022-01-19T17:00:00Z,TG_PT12H_min,NaN
2700,2022-01-19T18:00:00Z,rrday,NaN
2701,2022-01-19T18:00:00Z,tday,NaN
2702,2022-01-19T18:00:00Z,snow,NaN
2703,2022-01-19T18:00:00Z,tmin,NaN
2704,2022-01-19T18:00:00Z,tmax,NaN
2705,2022-01-19T18:00:00Z,TG_PT12H_min,NaN
2706,2022-01-19T19:00:00Z,rrday,NaN
2707,2022-01-19T19:00:00Z,tday,NaN
2708,2022-01-19T19:00:00Z,snow,NaN
2709,2022-01-19T19:00:00Z,tmin,NaN
2710,2022-01-19T19:00:00Z,tmax,NaN
2711,2022-01-19T19:00:00Z,TG_PT12H_min,NaN
2712,2022-01-19T20:00:00Z,rrday,NaN
2713,2022-01-19T20:00:00Z,tday,NaN
2714,2022-01-19T20:00:00Z,snow,NaN
2715,2022-01-19T20:00:00Z,tmin,NaN
2716,2022-01-19T20:00:00Z,tmax,NaN
2717,2022-01-19T20:00:00Z,TG_PT12H_min,NaN
2718,2022-01-19T21:00:00Z,rrday,NaN
2719,2022-01-19T21:00:00Z,tday,NaN
2720,2022-01-19T21:00:00Z,snow,NaN
2721,2022-01-19T21:00:00Z,tmin,NaN
2722,2022-01-19T21:00:00Z,tmax,NaN
2723,2022-01-19T21:00:00Z,TG_PT12H_min,NaN
2724,2022-01-19T22:00:00Z,rrday,NaN
2725,2022-01-19T22:00:00Z,tday,NaN
2726,2022-01-19T22:00:00Z,snow,NaN
2727,2022-01-19T22:00:00Z,tmin,NaN
2728,2022-01-19T22:00:00Z,tmax,NaN
2729,2022-01-19T22:00:00Z,TG_PT12H_min,NaN
2730,2022-01-19T23:00:00Z,rrday,NaN
2731,2022-01-19T23:00:00Z,tday,NaN
2732,2022-01-19T23:00:00Z,snow,NaN
2733,2022-01-19T23:00:00Z,tmin,NaN
2734,2022-01-19T23:00:00Z,tmax,NaN
2735,2022-01-19T23:00:00Z,TG_PT12H_min,NaN
2736,2022-01-20T00:00:00Z,rrday,8.1
2737,2022-01-20T00:00:00Z,tday,0.2
2738,2022-01-20T00:00:00Z,snow,4.0
2739,2022-01-20T00:00:00Z,tmin,-1.0
2740,2022-01-20T00:00:00Z,tmax,3.4
2741,2022-01-20T00:00:00Z,TG_PT12H_min,NaN
2742,2022-01-20T01:00:00Z,rrday,NaN
2743,2022-01-20T01:00:00Z,tday,NaN
2744,2022-01-20T01:00:00Z,snow,NaN
2745,2022-01-20T01:00:00Z,tmin,NaN
2746,2022-01-20T01:00:00Z,tmax,NaN
2747,2022-01-20T01:00:00Z,TG_PT12H_min,NaN
2748,2022-01-20T02:00:00Z,rrday,NaN
2749,2022-01-20T02:00:00Z,tday,NaN
2750,2022-01-20T02:00:00Z,snow,NaN
2751,2022-01-20T02:00:00Z,tmin,NaN
2752,2022-01-20T02:00:00Z,tmax,NaN
2753,2022-01-20T02:00:00Z,TG_PT12H_min,NaN
2754,2022-01-20T03:00:00Z,rrday,NaN
2755,2022-01-20T03:00:00Z,tday,NaN
2756,2022-01-20T03:00:00Z,snow,NaN
2757,2022-01-20T03:00:00Z,tmin,NaN
2758,2022-01-20T03:00:00Z,tmax,NaN
2759,2022-01-20T03:00:00Z,TG_PT12H_min,NaN
2760,2022-01-20T04:00:00Z,rrday,NaN
2761,2022-01-20T04:00:00Z,tday,NaN
2762,2022-01-20T04:00:00Z,snow,NaN
2763,2022-01-20T04:00:00Z,tmin,NaN
2764,2022-01-20T04:00:00Z,tmax,NaN
2765,2022-01-20T04:00:00Z,TG_PT12H_min,NaN
2766,2022-01-20T05:00:00Z,rrday,NaN
2767,2022-01-20T05:00:00Z,tday,NaN
2768,2022-01-20T05:00:00Z,snow,NaN
2769,2022-01-20T05:00:00Z,tmin,NaN
2770,2022-01-20T05:00:00Z,tmax,NaN
2771,2022-01-20T05:00:00Z,TG_PT12H_min,NaN
2772,2022-01-20T06:00:00Z,rrday,NaN
2773,2022-01-20T06:00:00Z,tday,NaN
2774,2022-01-20T06:00:00Z,snow,NaN
2775,2022-01-20T06:00:00Z,tmin,NaN
2776,2022-01-20T06:00:00Z,tmax,NaN
2777,2022-01-20T06:00:00Z,TG_PT12H_min,0.2
2778,2022-01-20T07:00:00Z,rrday,NaN
2779,2022-01-20T07:00:00Z,tday,NaN
2780,2022-01-20T07:00:00Z,snow,NaN
2781,2022-01-20T07:00:00Z,tmin,NaN
2782,2022-01-20T07:00:00Z,tmax,NaN
2783,2022-01-20T07:00:00Z,TG_PT12H_min,NaN
2784,2022-01-20T08:00:00Z,rrday,NaN
2785,2022-01-20T08:00:00Z,tday,NaN
2786,2022-01-20T08:00:00Z,snow,NaN
2787,2022-01-20T08:00:00Z,tmin,NaN
2788,2022-01-20T08:00:00Z,tmax,NaN
2789,2022-01-20T08:00:00Z,TG_PT12H_min,NaN
2790,2022-01-20T09:00:00Z,rrday,NaN
2791,2022-01-20T09:00:00Z,tday,NaN
2792,2022-01-20T09:00:00Z,snow,NaN
2793,2022-01-20T09:00:00Z,tmin,NaN
2794,2022-01-20T09:00:00Z,tmax,NaN
2795,2022-01-20T09:00:00Z,TG_PT12H_min,NaN
2796,2022-01-20T10:00:00Z,rrday,NaN
2797,2022-01-20T10:00:00Z,tday,NaN
2798,2022-01-20T10:00:00Z,snow,NaN
2799,2022-01-20T10:00:00Z,tmin,NaN
2800,2022-01-20T10:00:00Z,tmax,NaN
2801,2022-01-20T10:00:00Z,TG_PT12H_min,NaN
2802,2022-01-20T11:00:00Z,rrday,NaN
2803,2022-01-20T11:00:00Z,tday,NaN
2804,2022-01-20T11:00:00Z,snow,NaN
2805,2022-01-20T11:00:00Z,tmin,NaN
2806,2022-01-20T11:00:00Z,tmax,NaN
2807,2022-01-20T11:00:00Z,TG_PT12H_min,NaN
2808,2022-01-20T12:00:00Z,rrday,NaN
2809,2022-01-20T12:00:00Z,tday,NaN
2810,2022-01-20T12:00:00Z,snow,NaN
2811,2022-01-20T12:00:00Z,tmin,NaN
2812,2022-01-20T12:00:00Z,tmax,NaN
2813,2022-01-20T12:00:00Z,TG_PT12H_min,NaN
2814,2022-01-20T13:00:00Z,rrday,NaN
2815,2022-01-20T13:00:00Z,tday,NaN
2816,2022-01-20T13:00:00Z,snow,NaN
2817,2022-01-20T13:00:00Z,tmin,NaN
2818,2022-01-20T13:00:00Z,tmax,NaN
2819,2022-01-20T13:00:00Z,TG_PT12H_min,NaN
2820,2022-01-20T14:00:00Z,rrday,NaN
2821,2022-01-20T14:00:00Z,tday,NaN
2822,2022-01-20T14:00:00Z,snow,NaN
2823,2022-01-20T14:00:00Z,tmin,NaN
2824,2022-01-20T14:00:00Z,tmax,NaN
2825,2022-01-20T14:00:00Z,TG_PT12H_min,NaN
2826,2022-01-20T15:00:00Z,rrday,NaN
2827,2022-01-20T15:00:00Z,tday,NaN
2828,2022-01-20T15:00:00Z,snow,NaN
2829,2022-01-20T15:00:00Z,tmin,NaN
2830,2022-01-20T15:00:00Z,tmax,NaN
2831,2022-01-20T15:00:00Z,TG_PT12H_min,NaN
2832,2022-01-20T16:00:00Z,rrday,NaN
2833,2022-01-20T16:00:00Z,tday,NaN
2834,2022-01-20T16:00:00Z,snow,NaN
2835,2022-01-20T16:00:00Z,tmin,NaN
2836,2022-01-20T16:00:00Z,tmax,NaN
2837,2022-01-20T16:00:00Z,TG_PT12H_min,NaN
2838,2022-01-20T17:00:00Z,rrday,NaN
2839,2022-01-20T17:00:00Z,tday,NaN
2840,2022-01-20T17:00:00Z,snow,NaN
2841,2022-01-20T17:00:00Z,tmin,NaN
2842,2022-01-20T17:00:00Z,tmax,NaN
2843,2022-01-20T17:00:00Z,TG_PT12H_min,NaN
2844,2022-01-20T18:00:00Z,rrday,NaN
2845,2022-01-20T18:00:00Z,tday,NaN
2846,2022-01-20T18:00:00Z,snow,NaN
2847,2022-01-20T18:00:00Z,tmin,NaN
2848,2022-01-20T18:00:00Z,tmax,NaN
2849,2022-01-20T18:00:00Z,TG_PT12H_min,NaN
2850,2022-01-20T19:00:00Z,rrday,NaN
2851,2022-01-20T19:00:00Z,tday,NaN
2852,2022-01-20T19:00:00Z,snow,NaN
2853,2022-01-20T19:00:00Z,tmin,NaN
2854,2022-01-20T19:00:00Z,tmax,NaN
2855,2022-01-20T19:00:00Z,TG_PT12H_min,NaN
2856,2022-01-20T20:00:00Z,rrday,NaN
2857,2022-01-20T20:00:00Z,tday,NaN
2858,2022-01-20T20:00:00Z,snow,NaN
2859,2022-01-20T20:00:00Z,tmin,NaN
2860,2022-01-20T20:00:00Z,tmax,NaN
2861,2022-01-20T20:00:00Z,TG_PT12H_min,NaN
2862,2022-01-20T21:00:00Z,rrday,NaN
2863,2022-01-20T21:00:00Z,tday,NaN
2864,2022-01-20T21:00:00Z,snow,NaN
2865,2022-01-20T21:00:00Z,tmin,NaN
2866,2022-01-20T21:00:00Z,tmax,NaN
2867,2022-01-20T21:00:00Z,TG_PT12H_min,NaN
2868,2022-01-20T22:00:00Z,rrday,NaN
2869,2022-01-20T22:00:00Z,tday,NaN
2870,2022-01-20T22:00:00Z,snow,NaN
2871,2022-01-20T22:00:00Z,tmin,NaN
2872,2022-01-20T22:00:00Z,tmax,NaN
2873,2022-01-20T22:00:00Z,TG_PT12H_min,NaN
2874,2022-01-20T23:00:00Z,rrday,NaN
2875,2022-01-20T23:00:00Z,tday,NaN
2876,2022-01-20T23:00:00Z,snow,NaN
2877,2022-01-20T23:00:00Z,tmin,NaN
2878,2022-01-20T23:00:00Z,tmax,NaN
2879,2022-01-20T23:00:00Z,TG_PT12H_min,NaN
2880,2022-01-21T00:00:00Z,rrday,0.3
2881,2022-01-21T00:00:00Z,tday,-2.0
2882,2022-01-21T00:00:00Z,snow,8.0
2883,2022-01-21T00:00:00Z,tmin,-2.6
2884,2022-01-21T00:00:00Z,tmax,-1.0
2885,2022-01-21T00:00:00Z,TG_PT12H_min,NaN
2886,2022-01-21T01:00:00Z,rrday,NaN
2887,2022-01-21T01:00:00Z,tday,NaN
2888,2022-01-21T01:00:00Z,snow,NaN
2889,2022-01-21T01:00:00Z,tmin,NaN
2890,2022-01-21T01:00:00Z,tmax,NaN
2891,2022-01-21T01:00:00Z,TG_PT12H_min,NaN
2892,2022-01-21T02:00:00Z,rrday,NaN
2893,2022-01-21T02:00:00Z,tday,NaN
2894,2022-01-21T02:00:00Z,snow,NaN
2895,2022-01-21T02:00:00Z,tmin,NaN
2896,2022-01-21T02:00:00Z,tmax,NaN
2897,2022-01-21T02:00:00Z,TG_PT12H_min,NaN
2898,2022-01-21T03:00:00Z,rrday,NaN
2899,2022-01-21T03:00:00Z,tday,NaN
2900,2022-01-21T03:00:00Z,snow,NaN
2901,2022-01-21T03:00:00Z,tmin,NaN
2902,2022-01-21T03:00:00Z,tmax,NaN
2903,2022-01-21T03:00:00Z,TG_PT12H_min,NaN
2904,2022-01-21T04:00:00Z,rrday,NaN
2905,2022-01-21T04:00:00Z,tday,NaN
2906,2022-01-21T04:00:00Z,snow,NaN
2907,2022-01-21T04:00:00Z,tmin,NaN
2908,2022-01-21T04:00:00Z,tmax,NaN
2909,2022-01-21T04:00:00Z,TG_PT12H_min,NaN
2910,2022-01-21T05:00:00Z,rrday,NaN
2911,2022-01-21T05:00:00Z,tday,NaN
2912,2022-01-21T05:00:00Z,snow,NaN
2913,2022-01-21T05:00:00Z,tmin,NaN
2914,2022-01-21T05:00:00Z,tmax,NaN
2915,2022-01-21T05:00:00Z,TG_PT12H_min,NaN
2916,2022-01-21T06:00:00Z,rrday,NaN
2917,2022-01-21T06:00:00Z,tday,NaN
2918,2022-01-21T06:00:00Z,snow,NaN
2919,2022-01-21T06:00:00Z,tmin,NaN
2920,2022-01-21T06:00:00Z,tmax,NaN
2921,2022-01-21T06:00:00Z,TG_PT12H_min,-3.4
2922,2022-01-21T07:00:00Z,rrday,NaN
2923,2022-01-21T07:00:00Z,tday,NaN
2924,2022-01-21T07:00:00Z,snow,NaN
2925,2022-01-21T07:00:00Z,tmin,NaN
2926,2022-01-21T07:00:00Z,tmax,NaN
2927,2022-01-21T07:00:00Z,TG_PT12H_min,NaN
2928,2022-01-21T08:00:00Z,rrday,NaN
2929,2022-01-21T08:00:00Z,tday,NaN
2930,2022-01-21T08:00:00Z,snow,NaN
2931,2022-01-21T08:00:00Z,tmin,NaN
2932,2022-01-21T08:00:00Z,tmax,NaN
2933,2022-01-21T08:00:00Z,TG_PT12H_min,NaN
2934,2022-01-21T09:00:00Z,rrday,NaN
2935,2022-01-21T09:00:00Z,tday,NaN
2936,2022-01-21T09:00:00Z,snow,NaN
2937,2022-01-21T09:00:00Z,tmin,NaN
2938,2022-01-21T09:00:00Z,tmax,NaN
2939,2022-01-21T09:00:00Z,TG_PT12H_min,NaN
2940,2022-01-21T10:00:00Z,rrday,NaN
2941,2022-01-21T10:00:00Z,tday,NaN
2942,2022-01-21T10:00:00Z,snow,NaN
2943,2022-01-21T10:00:00Z,tmin,NaN
2944,2022-01-21T10:00:00Z,tmax,NaN
2945,2022-01-21T10:00:00Z,TG_PT12H_min,NaN
2946,2022-01-21T11:00:00Z,rrday,NaN
2947,2022-01-21T11:00:00Z,tday,NaN
2948,2022-01-21T11:00:00Z,snow,NaN
2949,2022-01-21T11:00:00Z,tmin,NaN
2950,2022-01-21T11:00:00Z,tmax,NaN
2951,2022-01-21T11:00:00Z,TG_PT12H_min,NaN
2952,2022-01-21T12:00:00Z,rrday,NaN
2953,2022-01-21T12:00:00Z,tday,NaN
2954,2022-01-21T12:00:00Z,snow,NaN
2955,2022-01-21T12:00:00Z,tmin,NaN
2956,2022-01-21T12:00:00Z,tmax,NaN
2957,2022-01-21T12:00:00Z,TG_PT12H_min,NaN
2958,2022-01-21T13:00:00Z,rrday,NaN
2959,2022-01-21T13:00:00Z,tday,NaN
2960,2022-01-21T13:00:00Z,snow,NaN
2961,2022-01-21T13:00:00Z,tmin,NaN
2962,2022-01-21T13:00:00Z,tmax,NaN
2963,2022-01-21T13:00:00Z,TG_PT12H_min,NaN
2964,2022-01-21T14:00:00Z,rrday,NaN
2965,2022-01-21T14:00:00Z,tday,NaN
2966,2022-01-21T14:00:00Z,snow,NaN
2967,2022-01-21T14:00:00Z,tmin,NaN
2968,2022-01-21T14:00:00Z,tmax,NaN
2969,2022-01-21T14:00:00Z,TG_PT12H_min,NaN
2970,2022-01-21T15:00:00Z,rrday,NaN
2971,2022-01-21T15:00:00Z,tday,NaN
2972,2022-01-21T15:00:00Z,snow,NaN
2973,2022-01-21T15:00:00Z,tmin,NaN
2974,2022-01-21T15:00:00Z,tmax,NaN
2975,2022-01-21T15:00:00Z,TG_PT12H_min,NaN
2976,2022-01-21T16:00:00Z,rrday,NaN
2977,2022-01-21T16:00:00Z,tday,NaN
2978,2022-01-21T16:00:00Z,snow,NaN
2979,2022-01-21T16:00:00Z,tmin,NaN
2980,2022-01-21T16:00:00Z,tmax,NaN
2981,2022-01-21T16:00:00Z,TG_PT12H_min,NaN
2982,2022-01-21T17:00:00Z,rrday,NaN
2983,2022-01-21T17:00:00Z,tday,NaN
2984,2022-01-21T17:00:00Z,snow,NaN
2985,2022-01-21T17:00:00Z,tmin,NaN
2986,2022-01-21T17:00:00Z,tmax,NaN
2987,2022-01-21T17:00:00Z,TG_PT12H_min,NaN
2988,2022-01-21T18:00:00Z,rrday,NaN
2989,2022-01-21T18:00:00Z,tday,NaN
2990,2022-01-21T18:00:00Z,snow,NaN
2991,2022-01-21T18:00:00Z,tmin,NaN
2992,2022-01-21T18:00:00Z,tmax,NaN
2993,2022-01-21T18:00:00Z,TG_PT12H_min,NaN
2994,2022-01-21T19:00:00Z,rrday,NaN
2995,2022-01-21T19:00:00Z,tday,NaN
2996,2022-01-21T19:00:00Z,snow,NaN
2997,2022-01-21T19:00:00Z,tmin,NaN
2998,2022-01-21T19:00:00Z,tmax,NaN
2999,2022-01-21T19:00:00Z,TG_PT12H_min,NaN
3000,2022-01-21T20:00:00Z,rrday,NaN
3001,2022-01-21T20:00:00Z,tday,NaN
3002,2022-01-21T20:00:00Z,snow,NaN
3003,2022-01-21T20:00:00Z,tmin,NaN
3004,2022-01-21T20:00:00Z,tmax,NaN
3005,2022-01-21T20:00:00Z,TG_PT12H_min,NaN
3006,2022-01-21T21:00:00Z,rrday,NaN
3007,2022-01-21T21:00:00Z,tday,NaN
3008,2022-01-21T21:00:00Z,snow,NaN
3009,2022-01-21T21:00:00Z,tmin,NaN
3010,2022-01-21T21:00:00Z,tmax,NaN
