,Time,ParameterName,ParameterValue
3011,2022-01-21T21:00:00Z,TG_PT12H_min,NaN
3012,2022-01-21T22:00:00Z,rrday,NaN
3013,2022-01-21T22:00:00Z,tday,NaN
3014,2022-01-21T22:00:00Z,snow,NaN
3015,2022-01-21T22:00:00Z,tmin,NaN
3016,2022-01-21T22:00:00Z,tmax,NaN
3017,2022-01-21T22:00:00Z,TG_PT12H_min,NaN
3018,2022-01-21T23:00:00Z,rrday,NaN
3019,2022-01-21T23:00:00Z,tday,NaN
3020,2022-01-21T23:00:00Z,snow,NaN
3021,2022-01-21T23:00:00Z,tmin,NaN
3022,2022-01-21T23:00:00Z,tmax,NaN
3023,2022-01-21T23:00:00Z,TG_PT12H_min,NaN
3024,2022-01-22T00:00:00Z,rrday,0.1
3025,2022-01-22T00:00:00Z,tday,-5.5
3026,2022-01-22T00:00:00Z,snow,8.0
3027,2022-01-22T00:00:00Z,tmin,-8.3
3028,2022-01-22T00:00:00Z,tmax,-2.2
3029,2022-01-22T00:00:00Z,TG_PT12H_min,NaN
3030,2022-01-22T01:00:00Z,rrday,NaN
3031,2022-01-22T01:00:00Z,tday,NaN
3032,2022-01-22T01:00:00Z,snow,NaN
3033,2022-01-22T01:00:00Z,tmin,NaN
3034,2022-01-22T01:00:00Z,tmax,NaN
3035,2022-01-22T01:00:00Z,TG_PT12H_min,NaN
3036,2022-01-22T02:00:00Z,rrday,NaN
3037,2022-01-22T02:00:00Z,tday,NaN
3038,2022-01-22T02:00:00Z,snow,NaN
3039,2022-01-22T02:00:00Z,tmin,NaN
3040,2022-01-22T02:00:00Z,tmax,NaN
3041,2022-01-22T02:00:00Z,TG_PT12H_min,NaN
3042,2022-01-22T03:00:00Z,rrday,NaN
3043,2022-01-22T03:00:00Z,tday,NaN
3044,2022-01-22T03:00:00Z,snow,NaN
3045,2022-01-22T03:00:00Z,tmin,NaN
3046,2022-01-22T03:00:00Z,tmax,NaN
3047,2022-01-22T03:00:00Z,TG_PT12H_min,NaN
3048,2022-01-22T04:00:00Z,rrday,NaN
3049,2022-01-22T04:00:00Z,tday,NaN
3050,2022-01-22T04:00:00Z,snow,NaN
3051,2022-01-22T04:00:00Z,tmin,NaN
3052,2022-01-22T04:00:00Z,tmax,NaN
3053,2022-01-22T04:00:00Z,TG_PT12H_min,NaN
3054,2022-01-22T05:00:00Z,rrday,NaN
3055,2022-01-22T05:00:00Z,tday,NaN
3056,2022-01-22T05:00:00Z,snow,NaN
3057,2022-01-22T05:00:00Z,tmin,NaN
3058,2022-01-22T05:00:00Z,tmax,NaN
3059,2022-01-22T05:00:00Z,TG_PT12H_min,NaN
3060,2022-01-22T06:00:00Z,rrday,NaN
3061,2022-01-22T06:00:00Z,tday,NaN
3062,2022-01-22T06:00:00Z,snow,NaN
3063,2022-01-22T06:00:00Z,tmin,NaN
3064,2022-01-22T06:00:00Z,tmax,NaN
3065,2022-01-22T06:00:00Z,TG_PT12H_min,-7.5
3066,2022-01-22T07:00:00Z,rrday,NaN
3067,2022-01-22T07:00:00Z,tday,NaN
3068,2022-01-22T07:00:00Z,snow,NaN
3069,2022-01-22T07:00:00Z,tmin,NaN
3070,2022-01-22T07:00:00Z,tmax,NaN
3071,2022-01-22T07:00:00Z,TG_PT12H_min,NaN
3072,2022-01-22T08:00:00Z,rrday,NaN
3073,2022-01-22T08:00:00Z,tday,NaN
3074,2022-01-22T08:00:00Z,snow,NaN
3075,2022-01-22T08:00:00Z,tmin,NaN
3076,2022-01-22T08:00:00Z,tmax,NaN
3077,2022-01-22T08:00:00Z,TG_PT12H_min,NaN
3078,2022-01-22T09:00:00Z,rrday,NaN
3079,2022-01-22T09:00:00Z,tday,NaN
3080,2022-01-22T09:00:00Z,snow,NaN
3081,2022-01-22T09:00:00Z,tmin,NaN
3082,2022-01-22T09:00:00Z,tmax,NaN
3083,2022-01-22T09:00:00Z,TG_PT12H_min,NaN
3084,2022-01-22T10:00:00Z,rrday,NaN
3085,2022-01-22T10:00:00Z,tday,NaN
3086,2022-01-22T10:00:00Z,snow,NaN
3087,2022-01-22T10:00:00Z,tmin,NaN
3088,2022-01-22T10:00:00Z,tmax,NaN
3089,2022-01-22T10:00:00Z,TG_PT12H_min,NaN
3090,2022-01-22T11:00:00Z,rrday,NaN
3091,2022-01-22T11:00:00Z,tday,NaN
3092,2022-01-22T11:00:00Z,snow,NaN
3093,2022-01-22T11:00:00Z,tmin,NaN
3094,2022-01-22T11:00:00Z,tmax,NaN
3095,2022-01-22T11:00:00Z,TG_PT12H_min,NaN
3096,2022-01-22T12:00:00Z,rrday,NaN
3097,2022-01-22T12:00:00Z,tday,NaN
3098,2022-01-22T12:00:00Z,snow,NaN
3099,2022-01-22T12:00:00Z,tmin,NaN
3100,2022-01-22T12:00:00Z,tmax,NaN
3101,2022-01-22T12:00:00Z,TG_PT12H_min,NaN
3102,2022-01-22T13:00:00Z,rrday,NaN
3103,2022-01-22T13:00:00Z,tday,NaN
3104,2022-01-22T13:00:00Z,snow,NaN
3105,2022-01-22T13:00:00Z,tmin,NaN
3106,2022-01-22T13:00:00Z,tmax,NaN
3107,2022-01-22T13:00:00Z,TG_PT12H_min,NaN
3108,2022-01-22T14:00:00Z,rrday,NaN
3109,2022-01-22T14:00:00Z,tday,NaN
3110,2022-01-22T14:00:00Z,snow,NaN
3111,2022-01-22T14:00:00Z,tmin,NaN
3112,2022-01-22T14:00:00Z,tmax,NaN
3113,2022-01-22T14:00:00Z,TG_PT12H_min,NaN
3114,2022-01-22T15:00:00Z,rrday,NaN
3115,2022-01-22T15:00:00Z,tday,NaN
3116,2022-01-22T15:00:00Z,snow,NaN
3117,2022-01-22T15:00:00Z,tmin,NaN
3118,2022-01-22T15:00:00Z,tmax,NaN
3119,2022-01-22T15:00:00Z,TG_PT12H_min,NaN
3120,2022-01-22T16:00:00Z,rrday,NaN
3121,2022-01-22T16:00:00Z,tday,NaN
3122,2022-01-22T16:00:00Z,snow,NaN
3123,2022-01-22T16:00:00Z,tmin,NaN
3124,2022-01-22T16:00:00Z,tmax,NaN
3125,2022-01-22T16:00:00Z,TG_PT12H_min,NaN
3126,2022-01-22T17:00:00Z,rrday,NaN
3127,2022-01-22T17:00:00Z,tday,NaN
3128,2022-01-22T17:00:00Z,snow,NaN
3129,2022-01-22T17:00:00Z,tmin,NaN
3130,2022-01-22T17:00:00Z,tmax,NaN
3131,2022-01-22T17:00:00Z,TG_PT12H_min,NaN
3132,2022-01-22T18:00:00Z,rrday,NaN
3133,2022-01-22T18:00:00Z,tday,NaN
3134,2022-01-22T18:00:00Z,snow,NaN
3135,2022-01-22T18:00:00Z,tmin,NaN
3136,2022-01-22T18:00:00Z,tmax,NaN
3137,2022-01-22T18:00:00Z,TG_PT12H_min,NaN
3138,2022-01-22T19:00:00Z,rrday,NaN
3139,2022-01-22T19:00:00Z,tday,NaN
3140,2022-01-22T19:00:00Z,snow,NaN
3141,2022-01-22T19:00:00Z,tmin,NaN
3142,2022-01-22T19:00:00Z,tmax,NaN
3143,2022-01-22T19:00:00Z,TG_PT12H_min,NaN
3144,2022-01-22T20:00:00Z,rrday,NaN
3145,2022-01-22T20:00:00Z,tday,NaN
3146,2022-01-22T20:00:00Z,snow,NaN
3147,2022-01-22T20:00:00Z,tmin,NaN
3148,2022-01-22T20:00:00Z,tmax,NaN
3149,2022-01-22T20:00:00Z,TG_PT12H_min,NaN
3150,2022-01-22T21:00:00Z,rrday,NaN
3151,2022-01-22T21:00:00Z,tday,NaN
3152,2022-01-22T21:00:00Z,snow,NaN
3153,2022-01-22T21:00:00Z,tmin,NaN
3154,2022-01-22T21:00:00Z,tmax,NaN
3155,2022-01-22T21:00:00Z,TG_PT12H_min,NaN
3156,2022-01-22T22:00:00Z,rrday,NaN
3157,2022-01-22T22:00:00Z,tday,NaN
3158,2022-01-22T22:00:00Z,snow,NaN
3159,2022-01-22T22:00:00Z,tmin,NaN
3160,2022-01-22T22:00:00Z,tmax,NaN
3161,2022-01-22T22:00:00Z,TG_PT12H_min,NaN
3162,2022-01-22T23:00:00Z,rrday,NaN
3163,2022-01-22T23:00:00Z,tday,NaN
3164,2022-01-22T23:00:00Z,snow,NaN
3165,2022-01-22T23:00:00Z,tmin,NaN
3166,2022-01-22T23:00:00Z,tmax,NaN
3167,2022-01-22T23:00:00Z,TG_PT12H_min,NaN
3168,2022-01-23T00:00:00Z,rrday,3.1
3169,2022-01-23T00:00:00Z,tday,-1.3
3170,2022-01-23T00:00:00Z,snow,8.0
3171,2022-01-23T00:00:00Z,tmin,-8.9
3172,2022-01-23T00:00:00Z,tmax,1.8
3173,2022-01-23T00:00:00Z,TG_PT12H_min,NaN
3174,2022-01-23T01:00:00Z,rrday,NaN
3175,2022-01-23T01:00:00Z,tday,NaN
3176,2022-01-23T01:00:00Z,snow,NaN
3177,2022-01-23T01:00:00Z,tmin,NaN
3178,2022-01-23T01:00:00Z,tmax,NaN
3179,2022-01-23T01:00:00Z,TG_PT12H_min,NaN
3180,2022-01-23T02:00:00Z,rrday,NaN
3181,2022-01-23T02:00:00Z,tday,NaN
3182,2022-01-23T02:00:00Z,snow,NaN
3183,2022-01-23T02:00:00Z,tmin,NaN
3184,2022-01-23T02:00:00Z,tmax,NaN
3185,2022-01-23T02:00:00Z,TG_PT12H_min,NaN
3186,2022-01-23T03:00:00Z,rrday,NaN
3187,2022-01-23T03:00:00Z,tday,NaN
3188,2022-01-23T03:00:00Z,snow,NaN
3189,2022-01-23T03:00:00Z,tmin,NaN
3190,2022-01-23T03:00:00Z,tmax,NaN
3191,2022-01-23T03:00:00Z,TG_PT12H_min,NaN
3192,2022-01-23T04:00:00Z,rrday,NaN
3193,2022-01-23T04:00:00Z,tday,NaN
3194,2022-01-23T04:00:00Z,snow,NaN
3195,2022-01-23T04:00:00Z,tmin,NaN
3196,2022-01-23T04:00:00Z,tmax,NaN
3197,2022-01-23T04:00:00Z,TG_PT12H_min,NaN
3198,2022-01-23T05:00:00Z,rrday,NaN
3199,2022-01-23T05:00:00Z,tday,NaN
3200,2022-01-23T05:00:00Z,snow,NaN
3201,2022-01-23T05:00:00Z,tmin,NaN
3202,2022-01-23T05:00:00Z,tmax,NaN
3203,2022-01-23T05:00:00Z,TG_PT12H_min,NaN
3204,2022-01-23T06:00:00Z,rrday,NaN
3205,2022-01-23T06:00:00Z,tday,NaN
3206,2022-01-23T06:00:00Z,snow,NaN
3207,2022-01-23T06:00:00Z,tmin,NaN
3208,2022-01-23T06:00:00Z,tmax,NaN
3209,2022-01-23T06:00:00Z,TG_PT12H_min,-10.9
3210,2022-01-23T07:00:00Z,rrday,NaN
3211,2022-01-23T07:00:00Z,tday,NaN
3212,2022-01-23T07:00:00Z,snow,NaN
3213,2022-01-23T07:00:00Z,tmin,NaN
3214,2022-01-23T07:00:00Z,tmax,NaN
3215,2022-01-23T07:00:00Z,TG_PT12H_min,NaN
3216,2022-01-23T08:00:00Z,rrday,NaN
3217,2022-01-23T08:00:00Z,tday,NaN
3218,2022-01-23T08:00:00Z,snow,NaN
3219,2022-01-23T08:00:00Z,tmin,NaN
3220,2022-01-23T08:00:00Z,tmax,NaN
3221,2022-01-23T08:00:00Z,TG_PT12H_min,NaN
3222,2022-01-23T09:00:00Z,rrday,NaN
3223,2022-01-23T09:00:00Z,tday,NaN
3224,2022-01-23T09:00:00Z,snow,NaN
3225,2022-01-23T09:00:00Z,tmin,NaN
3226,2022-01-23T09:00:00Z,tmax,NaN
3227,2022-01-23T09:00:00Z,TG_PT12H_min,NaN
3228,2022-01-23T10:00:00Z,rrday,NaN
3229,2022-01-23T10:00:00Z,tday,NaN
3230,2022-01-23T10:00:00Z,snow,NaN
3231,2022-01-23T10:00:00Z,tmin,NaN
3232,2022-01-23T10:00:00Z,tmax,NaN
3233,2022-01-23T10:00:00Z,TG_PT12H_min,NaN
3234,2022-01-23T11:00:00Z,rrday,NaN
3235,2022-01-23T11:00:00Z,tday,NaN
3236,2022-01-23T11:00:00Z,snow,NaN
3237,2022-01-23T11:00:00Z,tmin,NaN
3238,2022-01-23T11:00:00Z,tmax,NaN
3239,2022-01-23T11:00:00Z,TG_PT12H_min,NaN
3240,2022-01-23T12:00:00Z,rrday,NaN
3241,2022-01-23T12:00:00Z,tday,NaN
3242,2022-01-23T12:00:00Z,snow,NaN
3243,2022-01-23T12:00:00Z,tmin,NaN
3244,2022-01-23T12:00:00Z,tmax,NaN
3245,2022-01-23T12:00:00Z,TG_PT12H_min,NaN
3246,2022-01-23T13:00:00Z,rrday,NaN
3247,2022-01-23T13:00:00Z,tday,NaN
3248,2022-01-23T13:00:00Z,snow,NaN
3249,2022-01-23T13:00:00Z,tmin,NaN
3250,2022-01-23T13:00:00Z,tmax,NaN
3251,2022-01-23T13:00:00Z,TG_PT12H_min,NaN
3252,2022-01-23T14:00:00Z,rrday,NaN
3253,2022-01-23T14:00:00Z,tday,NaN
3254,2022-01-23T14:00:00Z,snow,NaN
3255,2022-01-23T14:00:00Z,tmin,NaN
3256,2022-01-23T14:00:00Z,tmax,NaN
3257,2022-01-23T14:00:00Z,TG_PT12H_min,NaN
3258,2022-01-23T15:00:00Z,rrday,NaN
3259,2022-01-23T15:00:00Z,tday,NaN
3260,2022-01-23T15:00:00Z,snow,NaN
3261,2022-01-23T15:00:00Z,tmin,NaN
3262,2022-01-23T15:00:00Z,tmax,NaN
3263,2022-01-23T15:00:00Z,TG_PT12H_min,NaN
3264,2022-01-23T16:00:00Z,rrday,NaN
3265,2022-01-23T16:00:00Z,tday,NaN
3266,2022-01-23T16:00:00Z,snow,NaN
3267,2022-01-23T16:00:00Z,tmin,NaN
3268,2022-01-23T16:00:00Z,tmax,NaN
3269,2022-01-23T16:00:00Z,TG_PT12H_min,NaN
3270,2022-01-23T17:00:00Z,rrday,NaN
3271,2022-01-23T17:00:00Z,tday,NaN
3272,2022-01-23T17:00:00Z,snow,NaN
3273,2022-01-23T17:00:00Z,tmin,NaN
3274,2022-01-23T17:00:00Z,tmax,NaN
3275,2022-01-23T17:00:00Z,TG_PT12H_min,NaN
3276,2022-01-23T18:00:00Z,rrday,NaN
3277,2022-01-23T18:00:00Z,tday,NaN
3278,2022-01-23T18:00:00Z,snow,NaN
3279,2022-01-23T18:00:00Z,tmin,NaN
3280,2022-01-23T18:00:00Z,tmax,NaN
3281,2022-01-23T18:00:00Z,TG_PT12H_min,NaN
3282,2022-01-23T19:00:00Z,rrday,NaN
3283,2022-01-23T19:00:00Z,tday,NaN
3284,2022-01-23T19:00:00Z,snow,NaN
3285,2022-01-23T19:00:00Z,tmin,NaN
3286,2022-01-23T19:00:00Z,tmax,NaN
3287,2022-01-23T19:00:00Z,TG_PT12H_min,NaN
3288,2022-01-23T20:00:00Z,rrday,NaN
3289,2022-01-23T20:00:00Z,tday,NaN
3290,2022-01-23T20:00:00Z,snow,NaN
3291,2022-01-23T20:00:00Z,tmin,NaN
3292,2022-01-23T20:00:00Z,tmax,NaN
3293,2022-01-23T20:00:00Z,TG_PT12H_min,NaN
3294,2022-01-23T21:00:00Z,rrday,NaN
3295,2022-01-23T21:00:00Z,tday,NaN
3296,2022-01-23T21:00:00Z,snow,NaN
3297,2022-01-23T21:00:00Z,tmin,NaN
3298,2022-01-23T21:00:00Z,tmax,NaN
3299,2022-01-23T21:00:00Z,TG_PT12H_min,NaN
3300,2022-01-23T22:00:00Z,rrday,NaN
3301,2022-01-23T22:00:00Z,tday,NaN
3302,2022-01-23T22:00:00Z,snow,NaN
3303,2022-01-23T22:00:00Z,tmin,NaN
3304,2022-01-23T22:00:00Z,tmax,NaN
3305,2022-01-23T22:00:00Z,TG_PT12H_min,NaN
3306,2022-01-23T23:00:00Z,rrday,NaN
3307,2022-01-23T23:00:00Z,tday,NaN
3308,2022-01-23T23:00:00Z,snow,NaN
3309,2022-01-23T23:00:00Z,tmin,NaN
3310,2022-01-23T23:00:00Z,tmax,NaN
3311,2022-01-23T23:00:00Z,TG_PT12H_min,NaN
3312,2022-01-24T00:00:00Z,rrday,0.1
3313,2022-01-24T00:00:00Z,tday,2.1
3314,2022-01-24T00:00:00Z,snow,7.0
3315,2022-01-24T00:00:00Z,tmin,1.4
3316,2022-01-24T00:00:00Z,tmax,2.9
3317,2022-01-24T00:00:00Z,TG_PT12H_min,NaN
3318,2022-01-24T01:00:00Z,rrday,NaN
3319,2022-01-24T01:00:00Z,tday,NaN
3320,2022-01-24T01:00:00Z,snow,NaN
3321,2022-01-24T01:00:00Z,tmin,NaN
3322,2022-01-24T01:00:00Z,tmax,NaN
3323,2022-01-24T01:00:00Z,TG_PT12H_min,NaN
3324,2022-01-24T02:00:00Z,rrday,NaN
3325,2022-01-24T02:00:00Z,tday,NaN
3326,2022-01-24T02:00:00Z,snow,NaN
3327,2022-01-24T02:00:00Z,tmin,NaN
3328,2022-01-24T02:00:00Z,tmax,NaN
3329,2022-01-24T02:00:00Z,TG_PT12H_min,NaN
3330,2022-01-24T03:00:00Z,rrday,NaN
3331,2022-01-24T03:00:00Z,tday,NaN
3332,2022-01-24T03:00:00Z,snow,NaN
3333,2022-01-24T03:00:00Z,tmin,NaN
3334,2022-01-24T03:00:00Z,tmax,NaN
3335,2022-01-24T03:00:00Z,TG_PT12H_min,NaN
3336,2022-01-24T04:00:00Z,rrday,NaN
3337,2022-01-24T04:00:00Z,tday,NaN
3338,2022-01-24T04:00:00Z,snow,NaN
3339,2022-01-24T04:00:00Z,tmin,NaN
3340,2022-01-24T04:00:00Z,tmax,NaN
3341,2022-01-24T04:00:00Z,TG_PT12H_min,NaN
3342,2022-01-24T05:00:00Z,rrday,NaN
3343,2022-01-24T05:00:00Z,tday,NaN
3344,2022-01-24T05:00:00Z,snow,NaN
3345,2022-01-24T05:00:00Z,tmin,NaN
3346,2022-01-24T05:00:00Z,tmax,NaN
3347,2022-01-24T05:00:00Z,TG_PT12H_min,NaN
3348,2022-01-24T06:00:00Z,rrday,NaN
3349,2022-01-24T06:00:00Z,tday,NaN
3350,2022-01-24T06:00:00Z,snow,NaN
3351,2022-01-24T06:00:00Z,tmin,NaN
3352,2022-01-24T06:00:00Z,tmax,NaN
3353,2022-01-24T06:00:00Z,TG_PT12H_min,-0.1
3354,2022-01-24T07:00:00Z,rrday,NaN
3355,2022-01-24T07:00:00Z,tday,NaN
3356,2022-01-24T07:00:00Z,snow,NaN
3357,2022-01-24T07:00:00Z,tmin,NaN
3358,2022-01-24T07:00:00Z,tmax,NaN
3359,2022-01-24T07:00:00Z,TG_PT12H_min,NaN
3360,2022-01-24T08:00:00Z,rrday,NaN
3361,2022-01-24T08:00:00Z,tday,NaN
3362,2022-01-24T08:00:00Z,snow,NaN
3363,2022-01-24T08:00:00Z,tmin,NaN
3364,2022-01-24T08:00:00Z,tmax,NaN
3365,2022-01-24T08:00:00Z,TG_PT12H_min,NaN
3366,2022-01-24T09:00:00Z,rrday,NaN
3367,2022-01-24T09:00:00Z,tday,NaN
3368,2022-01-24T09:00:00Z,snow,NaN
3369,2022-01-24T09:00:00Z,tmin,NaN
3370,2022-01-24T09:00:00Z,tmax,NaN
3371,2022-01-24T09:00:00Z,TG_PT12H_min,NaN
3372,2022-01-24T10:00:00Z,rrday,NaN
3373,2022-01-24T10:00:00Z,tday,NaN
3374,2022-01-24T10:00:00Z,snow,NaN
3375,2022-01-24T10:00:00Z,tmin,NaN
3376,2022-01-24T10:00:00Z,tmax,NaN
3377,2022-01-24T10:00:00Z,TG_PT12H_min,NaN
3378,2022-01-24T11:00:00Z,rrday,NaN
3379,2022-01-24T11:00:00Z,tday,NaN
3380,2022-01-24T11:00:00Z,snow,NaN
3381,2022-01-24T11:00:00Z,tmin,NaN
3382,2022-01-24T11:00:00Z,tmax,NaN
3383,2022-01-24T11:00:00Z,TG_PT12H_min,NaN
3384,2022-01-24T12:00:00Z,rrday,NaN
3385,2022-01-24T12:00:00Z,tday,NaN
3386,2022-01-24T12:00:00Z,snow,NaN
3387,2022-01-24T12:00:00Z,tmin,NaN
3388,2022-01-24T12:00:00Z,tmax,NaN
3389,2022-01-24T12:00:00Z,TG_PT12H_min,NaN
3390,2022-01-24T13:00:00Z,rrday,NaN
3391,2022-01-24T13:00:00Z,tday,NaN
3392,2022-01-24T13:00:00Z,snow,NaN
3393,2022-01-24T13:00:00Z,tmin,NaN
3394,2022-01-24T13:00:00Z,tmax,NaN
3395,2022-01-24T13:00:00Z,TG_PT12H_min,NaN
3396,2022-01-24T14:00:00Z,rrday,NaN
3397,2022-01-24T14:00:00Z,tday,NaN
3398,2022-01-24T14:00:00Z,snow,NaN
3399,2022-01-24T14:00:00Z,tmin,NaN
3400,2022-01-24T14:00:00Z,tmax,NaN
3401,2022-01-24T14:00:00Z,TG_PT12H_min,NaN
3402,2022-01-24T15:00:00Z,rrday,NaN
3403,2022-01-24T15:00:00Z,tday,NaN
3404,2022-01-24T15:00:00Z,snow,NaN
3405,2022-01-24T15:00:00Z,tmin,NaN
3406,2022-01-24T15:00:00Z,tmax,NaN
3407,2022-01-24T15:00:00Z,TG_PT12H_min,NaN
3408,2022-01-24T16:00:00Z,rrday,NaN
3409,2022-01-24T16:00:00Z,tday,NaN
3410,2022-01-24T16:00:00Z,snow,NaN
3411,2022-01-24T16:00:00Z,tmin,NaN
3412,2022-01-24T16:00:00Z,tmax,NaN
3413,2022-01-24T16:00:00Z,TG_PT12H_min,NaN
3414,2022-01-24T17:00:00Z,rrday,NaN
3415,2022-01-24T17:00:00Z,tday,NaN
3416,2022-01-24T17:00:00Z,snow,NaN
3417,2022-01-24T17:00:00Z,tmin,NaN
3418,2022-01-24T17:00:00Z,tmax,NaN
3419,2022-01-24T17:00:00Z,TG_PT12H_min,NaN
3420,2022-01-24T18:00:00Z,rrday,NaN
3421,2022-01-24T18:00:00Z,tday,NaN
3422,2022-01-24T18:00:00Z,snow,NaN
3423,2022-01-24T18:00:00Z,tmin,NaN
3424,2022-01-24T18:00:00Z,tmax,NaN
3425,2022-01-24T18:00:00Z,TG_PT12H_min,NaN
3426,2022-01-24T19:00:00Z,rrday,NaN
3427,2022-01-24T19:00:00Z,tday,NaN
3428,2022-01-24T19:00:00Z,snow,NaN
3429,2022-01-24T19:00:00Z,tmin,NaN
3430,2022-01-24T19:00:00Z,tmax,NaN
3431,2022-01-24T19:00:00Z,TG_PT12H_min,NaN
3432,2022-01-24T20:00:00Z,rrday,NaN
3433,2022-01-24T20:00:00Z,tday,NaN
3434,2022-01-24T20:00:00Z,snow,NaN
3435,2022-01-24T20:00:00Z,tmin,NaN
3436,2022-01-24T20:00:00Z,tmax,NaN
3437,2022-01-24T20:00:00Z,TG_PT12H_min,NaN
3438,2022-01-24T21:00:00Z,rrday,NaN
3439,2022-01-24T21:00:00Z,tday,NaN
3440,2022-01-24T21:00:00Z,snow,NaN
3441,2022-01-24T21:00:00Z,tmin,NaN
3442,2022-01-24T21:00:00Z,tmax,NaN
3443,2022-01-24T21:00:00Z,TG_PT12H_min,NaN
3444,2022-01-24T22:00:00Z,rrday,NaN
3445,2022-01-24T22:00:00Z,tday,NaN
3446,2022-01-24T22:00:00Z,snow,NaN
3447,2022-01-24T22:00:00Z,tmin,NaN
3448,2022-01-24T22:00:00Z,tmax,NaN
3449,2022-01-24T22:00:00Z,TG_PT12H_min,NaN
3450,2022-01-24T23:00:00Z,rrday,NaN
3451,2022-01-24T23:00:00Z,tday,NaN
3452,2022-01-24T23:00:00Z,snow,NaN
3453,2022-01-24T23:00:00Z,tmin,NaN
3454,2022-01-24T23:00:00Z,tmax,NaN
3455,2022-01-24T23:00:00Z,TG_PT12H_min,NaN
3456,2022-01-25T00:00:00Z,rrday,-1.0
3457,2022-01-25T00:00:00Z,tday,-0.6
3458,2022-01-25T00:00:00Z,snow,4.0
3459,2022-01-25T00:00:00Z,tmin,-2.3
3460,2022-01-25T00:00:00Z,tmax,2.9
3461,2022-01-25T00:00:00Z,TG_PT12H_min,NaN
3462,2022-01-25T01:00:00Z,rrday,NaN
3463,2022-01-25T01:00:00Z,tday,NaN
3464,2022-01-25T01:00:00Z,snow,NaN
3465,2022-01-25T01:00:00Z,tmin,NaN
3466,2022-01-25T01:00:00Z,tmax,NaN
3467,2022-01-25T01:00:00Z,TG_PT12H_min,NaN
3468,2022-01-25T02:00:00Z,rrday,NaN
3469,2022-01-25T02:00:00Z,tday,NaN
3470,2022-01-25T02:00:00Z,snow,NaN
3471,2022-01-25T02:00:00Z,tmin,NaN
3472,2022-01-25T02:00:00Z,tmax,NaN
3473,2022-01-25T02:00:00Z,TG_PT12H_min,NaN
3474,2022-01-25T03:00:00Z,rrday,NaN
3475,2022-01-25T03:00:00Z,tday,NaN
3476,2022-01-25T03:00:00Z,snow,NaN
3477,2022-01-25T03:00:00Z,tmin,NaN
3478,2022-01-25T03:00:00Z,tmax,NaN
3479,2022-01-25T03:00:00Z,TG_PT12H_min,NaN
3480,2022-01-25T04:00:00Z,rrday,NaN
3481,2022-01-25T04:00:00Z,tday,NaN
3482,2022-01-25T04:00:00Z,snow,NaN
3483,2022-01-25T04:00:00Z,tmin,NaN
3484,2022-01-25T04:00:00Z,tmax,NaN
3485,2022-01-25T04:00:00Z,TG_PT12H_min,NaN
3486,2022-01-25T05:00:00Z,rrday,NaN
3487,2022-01-25T05:00:00Z,tday,NaN
3488,2022-01-25T05:00:00Z,snow,NaN
3489,2022-01-25T05:00:00Z,tmin,NaN
3490,2022-01-25T05:00:00Z,tmax,NaN
3491,2022-01-25T05:00:00Z,TG_PT12H_min,NaN
3492,2022-01-25T06:00:00Z,rrday,NaN
3493,2022-01-25T06:00:00Z,tday,NaN
3494,2022-01-25T06:00:00Z,snow,NaN
3495,2022-01-25T06:00:00Z,tmin,NaN
3496,2022-01-25T06:00:00Z,tmax,NaN
3497,2022-01-25T06:00:00Z,TG_PT12H_min,-1.5
3498,2022-01-25T07:00:00Z,rrday,NaN
3499,2022-01-25T07:00:00Z,tday,NaN
3500,2022-01-25T07:00:00Z,snow,NaN
3501,2022-01-25T07:00:00Z,tmin,NaN
3502,2022-01-25T07:00:00Z,tmax,NaN
3503,2022-01-25T07:00:00Z,TG_PT12H_min,NaN
3504,2022-01-25T08:00:00Z,rrday,NaN
3505,2022-01-25T08:00:00Z,tday,NaN
3506,2022-01-25T08:00:00Z,snow,NaN
3507,2022-01-25T08:00:00Z,tmin,NaN
3508,2022-01-25T08:00:00Z,tmax,NaN
3509,2022-01-25T08:00:00Z,TG_PT12H_min,NaN
3510,2022-01-25T09:00:00Z,rrday,NaN
3511,2022-01-25T09:00:00Z,tday,NaN
3512,2022-01-25T09:00:00Z,snow,NaN
3513,2022-01-25T09:00:00Z,tmin,NaN
3514,2022-01-25T09:00:00Z,tmax,NaN
3515,2022-01-25T09:00:00Z,TG_PT12H_min,NaN
3516,2022-01-25T10:00:00Z,rrday,NaN
3517,2022-01-25T10:00:00Z,tday,NaN
3518,2022-01-25T10:00:00Z,snow,NaN
3519,2022-01-25T10:00:00Z,tmin,NaN
3520,2022-01-25T10:00:00Z,tmax,NaN
3521,2022-01-25T10:00:00Z,TG_PT12H_min,NaN
3522,2022-01-25T11:00:00Z,rrday,NaN
3523,2022-01-25T11:00:00Z,tday,NaN
3524,2022-01-25T11:00:00Z,snow,NaN
3525,2022-01-25T11:00:00Z,tmin,NaN
3526,2022-01-25T11:00:00Z,tmax,NaN
3527,2022-01-25T11:00:00Z,TG_PT12H_min,NaN
3528,2022-01-25T12:00:00Z,rrday,NaN
3529,2022-01-25T12:00:00Z,tday,NaN
3530,2022-01-25T12:00:00Z,snow,NaN
3531,2022-01-25T12:00:00Z,tmin,NaN
3532,2022-01-25T12:00:00Z,tmax,NaN
3533,2022-01-25T12:00:00Z,TG_PT12H_min,NaN
