TimeStamp,ReactivePower_kVAr,Power_kW,WindSpeed_mps,ErrorCode,GenState,RunState,RotorSpeed_rpm,RotorSpeedAve,RotorOverSpeed,RotorUnderSpeed
2018-04-01 08:23:48.205,908,-1,2.275067,416,1,3,0,0,0,0
2018-04-01 08:25:56.920,908,-1,4.439127,416,1,3,0,-6.844053E-009,0,0
2018-04-01 08:26:03.049,907,-1,5.403857,416,1,3,0,-0.0005221202,0,0
2018-04-01 08:26:46.972,908,-1,4.551279,416,1,3,-0.03000221,-0.003141309,0,0
2018-04-01 08:29:24.228,906,-1,4.73896,416,1,3,0,7.272651E-009,0,0
2018-04-01 08:32:50.725,907,-1,2.294522,416,1,3,0,1.732647E-008,0,0
2018-04-01 08:33:14.309,907,-1,3.151678,416,1,3,0,-5.15454E-010,0,0
2018-04-01 08:33:58.262,906,-1,3.488131,416,1,3,-0.01500111,-0.001570796,0,0
2018-04-01 08:34:27.854,905,-1,3.277562,416,1,3,0,-4.805913E-028,0,0
2018-04-01 08:38:34.199,906,-1,5.497697,416,1,3,0,-1.799413E-007,0,0
2018-04-01 08:41:05.536,905,-1,5.005606,416,1,3,-0.06000442,-0.006219823,0,0
2018-04-01 08:43:15.473,902,-1,5.413012,416,1,3,0.03000221,0.003141592,0,0
2018-04-01 08:43:30.835,903,-1,4.729805,416,1,3,0.01500111,0.001721576,0,0
2018-04-01 08:45:49.895,903,-1,3.006339,416,1,3,0,0,0,0
2018-04-01 08:49:04.215,902,-1,5.094869,416,1,3,0,3.803815E-011,0,0
2018-04-01 08:51:07.942,902,-1,6.171749,416,1,3,0,5.896738E-016,0,0
2018-04-01 08:52:29.860,903,-1,1.189032,416,1,3,0,0,0,0
2018-04-01 08:53:54.532,900,-1,5.778076,416,1,3,0,0,0,0
2018-04-01 08:54:12.888,901,-1,5.656769,416,1,3,0.04500332,0.004671495,0,0
2018-04-01 08:54:31.265,902,-1,5.652192,416,1,3,-0.03000221,-0.003141623,0,0
2018-04-01 08:57:55.759,899,-1,2.523402,416,1,3,0,-1.17043E-025,0,0
2018-04-01 08:59:03.486,899,-1,5.314593,416,1,3,0,-1.795609E-017,0,0
2018-04-01 09:01:16.447,900,-1,3.559084,416,1,3,-0.01500111,-0.001570818,0,0
2018-04-01 09:02:28.050,900,-1,4.087797,416,1,3,0.04500332,0.004393985,0,0
2018-04-01 09:02:55.650,899,-1,4.781303,416,1,3,0.06000442,0.006283185,0,0
